Saint_ID,Name,Country,Born,Born2,Born Location,Died,Died2,Died Location,Age,Feast,Beatified,Beatified Location,Canonised,Canonised_Location,Bio,Is_Married,Is_Layperson,Is_Martyr,Latitude,Longitude
66642,Saint N.,Brazil, ,,Brazil,1645.10.03,1645.10.03,"Uruaçu, RN, Brazil",,10.03,2000.03.05,,2017.10.15,,Layperson of Natal. Young companion of Saint João Martins. Martyr.,FALSE,TRUE,TRUE,-5.4025803,-36.954107
66643,Saint N.,Brazil, ,,Brazil,1645.10.03,1645.10.03,"Uruaçu, RN, Brazil",,10.03,2000.03.05,,2017.10.15,,Layperson of Natal. Young companion of Saint João Martins. Martyr.,FALSE,TRUE,TRUE,-5.4025803,-36.954107
66644,Saint N.,Brazil, ,,Brazil,1645.10.03,1645.10.03,"Uruaçu, RN, Brazil",,10.03,2000.03.05,,2017.10.15,,Layperson of Natal. Young companion of Saint João Martins. Martyr.,FALSE,TRUE,TRUE,-5.4025803,-36.954107
66645,Saint N.,Brazil, ,,Brazil,1645.10.03,1645.10.03,"Uruaçu, RN, Brazil",,10.03,2000.03.05,,2017.10.15,,Layperson of Natal. Young companion of Saint João Martins. Martyr.,FALSE,TRUE,TRUE,-5.4025803,-36.954107
66646,Saint Manuel Rodrigues de Moura,Brazil, ,,Brazil,1645.10.03,1645.10.03,"Uruaçu, RN, Brazil",,10.03,2000.03.05,,2017.10.15,,Layperson of Natal. Married. Husband of Saint N.. Martyr.,TRUE,TRUE,TRUE,-5.4025803,-36.954107
66647,Saint N.,Brazil, ,,Brazil,1645.10.03,1645.10.03,"Uruaçu, RN, Brazil",,10.03,2000.03.05,,2017.10.15,,Layperson of Natal. Married. Wife of Saint Manuel Rodrigues de Moura. Martyr.,TRUE,TRUE,TRUE,-5.4025803,-36.954107
66648,Saint N.,Brazil, ,,Brazil,1645.10.03,1645.10.03,"Uruaçu, RN, Brazil",,10.03,2000.03.05,,2017.10.15,,Layperson of Natal. Daughter of Francisco Dias. Martyr.,FALSE,TRUE,TRUE,-5.4025803,-36.954107
66660,Saint Laureano,Spain,480,480 AD,"Panonia, Spain",546.07.04,546.07.04,"Bourges, France ",65,7.04,,,1297,equipollently,Metropolitan Archbishop of Sevilla (Spain) (522 – 539),FALSE,FALSE,FALSE,40.463667,-3.74922
66662,Saint Thomas More,England,1478.02.07 ,1478.02.07 ,"London, England",1535.07.06,1535.07.06,"London, England ",57,6.22,1886.12.29 ,equipollently,1935.05.19,,Layperson of London. Married. Martyr.,TRUE,TRUE,TRUE,51.50663405,-0.128150573
66663,"Saint John Houghton, O. Cart.",England,1486,1486 AD,"Essex, England",1535.05.04,1535.05.04,"Tyburn, England ",48,5.04,1886.12.29 ,equipollently,1970.10.25,,Priest of Carthusian Order (Carthusians). Martyr.,FALSE,FALSE,TRUE,51.77190562424226,0.4641147438596874
66664,"Saint Robert Lawrence, O. Cart.",England,1485,1485 AD,England,1535.05.04,1535.05.04,"Tyburn, England ",49,5.04,1886.12.29 ,equipollently,1970.10.25,,Priest of Carthusian Order (Carthusians). Martyr.,FALSE,FALSE,TRUE,52.521655,-1.8144011
66665,"Saint Augustine Webster, O. Cart.",England, ,,England,1535.05.04,1535.05.04,"Tyburn, England",,5.04,1886.12.29 ,equipollently,1970.10.25,,Priest of Carthusian Order (Carthusians). Martyr.,FALSE,FALSE,TRUE,52.521655,-1.8144011
66666,"Saint Richard Reynolds, O.Ss.S.",England,1492,1492 AD,"Devon, England",1535.05.04,1535.05.04,"Tyburn, England ",42,5.04,1886.12.29 ,equipollently,1970.10.25,,Priest of Bridgettines. Martyr.,FALSE,FALSE,TRUE,50.72904983575569,-3.659758173
66667,"Saint John Stone, O.S.A.",England, ,,England,1539.12.27,1539.12.27,"Canterbury, England",,12.23,1886.12.29 ,equipollently,1970.10.25,,Priest of Order of Hermits of Saint Augustine (Augustinian Hermits). Martyr.,FALSE,FALSE,TRUE,51.2770331,1.0837855
66668,Saint Cuthbert Mayne,England,1543,1543 AD,England,1577.11.29,1577.11.29,"Launceston, Cornwall, England ",33,11.3,1886.12.29 ,equipollently,1970.10.25,,Priest of London. Martyr.,FALSE,FALSE,TRUE,50.636834,-4.3604516
66669,"Saint Edmund Campion, S.J.",England,1540.01.24 ,1540.01.24 ,"London, England",1581.12.01,1581.12.01,"Tyburn, England ",41,12.01,1886.12.29 ,equipollently,1970.10.25,,Priest of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,51.50663405,-0.128150573
66670,Saint Ralph Sherwin,England,1550.10.25 ,1550.10.25 ,"Rodsley, Derbyshire, England",1581.12.01,1581.12.01,"Tyburn, England ",31,12.01,1886.12.29 ,equipollently,1970.10.25,,Priest of London. Martyr.,FALSE,FALSE,TRUE,52.96183852,-1.704039678
66671,"Saint Alexander Briant, S.J.",England,1556.08.17 ,1556.08.17 ,"Somerset, England",1581.12.01,1581.12.01,"Tyburn, England ",25,12.01,1886.12.29 ,equipollently,1970.10.25,,Priest of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,51.16330787,-3.069403083
66672,Saint John Payne,England,1532,1532 AD,"Peterborough, England",1582.04.02,1582.04.02,"Chelmsford, England ",49,4.02,1886.12.29 ,equipollently,1970.10.25,,Priest of London. Martyr.,FALSE,FALSE,TRUE,52.57785872476466,-0.23714633
66673,Saint Luke Kirby,England,1549,1549 AD,"Bedale, Yorkshire, England",1582.05.30,1582.05.30,"Tyburn, England ",32,5.3,1886.12.29 ,equipollently,1970.10.25,,Priest of London. Martyr.,FALSE,FALSE,TRUE,54.28225728790415,-1.588975276
66674,Saint Richard Gwyn,Wales,1537,1537 AD,"Montgomeryshire, Wales",1584.10.15,1584.10.15,"Wrexham, Wales ",46,10.17,1929.12.15,,1970.10.25,,Layperson of London. Married. Martyr.,TRUE,TRUE,TRUE,52.61694740636709,-3.467342367
66675,Saint Margaret Clitherow,England,1556,1556 AD,"York, England",1586.03.25,1586.03.25,"York, England ",29,3.25,1929.12.15,,1970.10.25,,Layperson of London. Married. Martyr.,TRUE,TRUE,TRUE,53.957124686248285,-1.072977112
66676,Saint Margaret Ward,England,1550,1550 AD,"Congleton, Cheshire, England",1588.08.30,1588.08.30,"Tyburn, England ",37,8.3,1929.12.15,,1970.10.25,,Layperson of London. Martyr.,FALSE,TRUE,TRUE,53.16294594611725,-2.210969781
66677,Saint Edmund Gennings,England,1567,1567 AD,"Lichfield, England",1591.12.10,1591.12.10,"London, England ",23,12.1,1929.12.15,,1970.10.25,,Priest of London. Martyr.,FALSE,FALSE,TRUE,52.676840040627845,-1.831917268
66678,Saint Swithun Wells,England,1536,1536 AD,"Otterbourne, Hampshire, England",1591.12.10,1591.12.10,"London, England ",54,12.1,1929.12.15,,1970.10.25,,Layperson of London. Married. Martyr.,TRUE,TRUE,TRUE,50.99794951,-1.351995224
66679,Saint Eustace White,England,1559,1559 AD,"Louth, England",1591.12.10,1591.12.10,"London, England ",31,12.1,1929.12.15,,1970.10.25,,Priest of London. Martyr.,FALSE,FALSE,TRUE,53.370477730937445,-0.010163807
66680,Saint Polydore Plasden,England,1563,1563 AD,"London, England",1591.12.10,1591.12.10,"London, England ",27,12.1,1929.12.15,,1970.10.25,,Priest of London. Martyr.,FALSE,FALSE,TRUE,51.50663405,-0.128150573
66681,Saint John Boste,England,1544,1544 AD,"Westmorland, England",1594.07.24,1594.07.24,"Dryburn, England ",49,7.24,1929.12.15,,1970.10.25,,Priest of London. Martyr.,FALSE,FALSE,TRUE,54.57518771,-2.491824116
66682,"Saint Robert Southwell, S.J.",England,1561,1561 AD,"Norfolk, England",1595.02.21,1595.02.21,"Tyburn, England ",33,2.21,1929.12.15,,1970.10.25,,Priest of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,52.66521933,1.001878588178043
66683,"Saint Henry Walpole, S.J.",England,1558,1558 AD,"Docking, Norfolk, England",1595.04.07,1595.04.07,"York, England ",36,4.07,1929.12.15,,1970.10.25,,Priest of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,52.90315341,0.6249433035820325
66684,Saint Philip Howard,England,1557.06.28 ,1557.06.28 ,"London, England",1595.10.19,1595.10.19,"London, England ",38,10.19,1929.12.15,,1970.10.25,,Layperson of London. Married. Martyr.,TRUE,TRUE,TRUE,51.50663405,-0.128150573
66685,"Saint John Jones, O.F.M. Obs.",England, ,,England,1598.07.12,1598.07.12,"London, England",,7.12,1929.12.15,,1970.10.25,,Priest of Order of Observant Friars Minor. Martyr.,FALSE,FALSE,TRUE,51.5072178,-0.1275862
66686,Saint John Rigby,England,1570,1570 AD,"Eccleston, England",1600.06.21,1600.06.21,"London, England ",29,6.21,1929.12.15,,1970.10.25,,Layperson of London. Martyr.,FALSE,TRUE,TRUE,53.43531821585772,-2.786405198
66687,Saint Anne Line,England,1563,1563 AD,"Essex, England",1601.02.27,1601.02.27,"Tyburn, England ",37,2.27,1929.12.15,,1970.10.25,,Layperson of London. Widow. Martyr.,FALSE,TRUE,TRUE,51.77190562424226,0.4641147438596874
66688,"Saint Nicholas Owen, S.J.",England,1562,1562 AD,"Oxford, England",1606.03.02,1606.03.02,"London, England ",43,3.22,1929.12.15,,1970.10.25,,Priest of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,51.758139245251805,-1.258291997
66689,"Saint Thomas Garnet, S.J.",England,1575,1575 AD,"Southwark, England",1608.06.23,1608.06.23,"Tyburn, England ",32,6.23,1929.12.15,,1970.10.25,,Priest of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,51.50062484844932,-0.104615819
66690,"Saint John Roberts, O.S.B.",England,1577,1577 AD,England,1610.12.10,1610.12.10,"Tyburn, England ",32,12.1,1929.12.15,,1970.10.25,,Priest of Benedictine Confederation of the Order of Saint Benedict (Benedictines). Martyr.,FALSE,FALSE,TRUE,52.521655,-1.8144011
66691,Saint John Almond,England,1577,1577 AD,"Liverpool, England",1612.12.05,1612.12.05,"London, England ",34,12.05,1929.12.15,,1970.10.25,,Priest of London. Martyr.,FALSE,FALSE,TRUE,53.4083714,-2.9915726
66692,"Saint Edmund Arrowsmith, S.J.",England,1585,1585 AD,"Haydock, England",1628,1628 AD,"Lancaster, England ",43,8.28,1929.12.15,,1970.10.25,,Priest of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,53.46674316434152,-2.669824254
66693,"Saint Ambrose, O.S.B.",England,1585,1585 AD,"Chorlton-cum-Hardy, England",1641.09.10,1641.09.10,"Lancaster, England ",55,9.1,1929.12.15,,1970.10.25,,Priest of Benedictine Confederation of the Order of Saint Benedict (Benedictines). Martyr.,FALSE,FALSE,TRUE,53.443546065620566,-2.267578482
66694,"Saint Alban, O.S.B.",England,1583.07.20 ,1583.07.20 ,"Suffolk, England",1642.01.21,1642.01.21,"Tyburn, England ",58,1.21,1929.12.15,,1970.10.25,,Priest of Benedictine Confederation of the Order of Saint Benedict (Benedictines). Martyr.,FALSE,FALSE,TRUE,52.243457742739245,1.053382783436995
66695,"Saint Henry Morse, S.J.",England,1595,1595 AD,"Brome, Suffolk, England",1645.02.01,1645.02.01,"Tyburn, London, England ",49,2.01,1929.12.15,,1970.10.25,,Priest of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,52.11004244816082,1.361903949039012
66696,Saint John Southworth,England,1592,1592 AD,"Lancashire, England",1654.06.28,1654.06.28,"Tyburn, England ",61,6.28,1929.12.15,,1970.10.25,,Priest of England. Martyr.,FALSE,FALSE,TRUE,53.85953924326928,-2.563195297
66697,Saint John,England,1637,1637 AD,"Garstang, England",1679.07.19,1679.07.19,"Boughton, England ",41,7.19,1929.12.15,,1970.10.25,,Priest of England. Martyr.,FALSE,FALSE,TRUE,53.89798432738917,-2.772109635
66698,"Saint Philip Evans, S.J.",Wales,1645,1645 AD,"Monmouth, Wales",1679.07.22,1679.07.22,"Cardiff, Wales ",33,7.22,1929.12.15,,1970.10.25,,Priest of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,51.811724720804776,-2.709290006
66699,Saint John Lloyd,Wales, ,,"Brecknockshire, Wales",1679.07.22,1679.07.22,"Cardiff, Wales",,7.22,1929.12.15,,1970.10.25,,Priest of England. Martyr.,FALSE,FALSE,TRUE,52.01249279,-3.374589729
66700,"Saint Joachim of Saint Anne, O.F.M. Rec.",England,1620,1620 AD,"Preston, England",1679.08.22,1679.08.22,"Worcester, England ",58,8.22,1929.12.15,,1970.10.25,,Priest of Order of Friars Minor Recollect (Récollets). Martyr.,FALSE,FALSE,TRUE,53.76287824586055,-2.705341215
66701,Saint John Kemble,England,1599,1599 AD,"St Weonards, England",1679.08.22,1679.08.22,"Hereford, England ",79,8.22,1929.12.15,,1970.10.25,,Priest of England. Martyr.,FALSE,FALSE,TRUE,51.90946758044261,-2.738867634
66702,"Saint David Lewis, S.J.",Wales,1616,1616 AD,"Abergavenny, Wales",1679.08.27,1679.08.27,"Usk, Wales ",62,8.27,1929.12.15,,1970.10.25,,Priest of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,51.819146627297386,-3.013274807
66703,Blessed John Haile,England, ,,England,1535.05.04,1535.05.04,"Tyburn, England",,5.04,1886.12.29 ,equipollently,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,52.521655,-1.8144011
66704,"Blessed William Exmew, O. Cart.",England, ,,England,1535.06.19,1535.06.19,"Tyburn, England",,6.19,1886.12.29 ,equipollently,,,Priest of Carthusian Order (Carthusians). Martyr.,FALSE,FALSE,TRUE,52.521655,-1.8144011
66705,"Blessed Humphrey Middlemore, O. Cart.",England, ,,England,1535.06.19,1535.06.19,"Tyburn, England",,6.19,1886.12.29 ,equipollently,,,Priest of Carthusian Order (Carthusians). Martyr.,FALSE,FALSE,TRUE,52.521655,-1.8144011
66706,"Blessed Sebastian Newdigate, O. Cart.",England, ,,"Harefield, Middlesex, England",1535.06.19,1535.06.19,"Tyburn, England",,6.19,1886.12.29 ,equipollently,,,Priest of Carthusian Order (Carthusians). Martyr.,FALSE,FALSE,TRUE,51.54610270039854,-0.24984604
66707,"Blessed John Rochester, O. Cart.",England, ,,"Terling, Essex, England",1537.05.11,1537.05.11,"York, North Yorkshire, England",,5.11,1886.12.29 ,equipollently,,,Priest of Carthusian Order (Carthusians). Martyr.,FALSE,FALSE,TRUE,51.797947080060894,0.5575861042620549
66708,"Blessed James Walworth, O. Cart.",England, ,,England,1537.05.11,1537.05.11,"York, North Yorkshire, England",,5.11,1886.12.29 ,equipollently,,,Priest of Carthusian Order (Carthusians). Martyr.,FALSE,FALSE,TRUE,53.9614205,-1.0739108
66709,"Blessed William Greenwood, O. Cart.",England, ,,England,1537.06.06,1537.06.06,"Newgate, London, England",,6.06,1886.12.29 ,equipollently,,,Priest of Carthusian Order (Carthusians). Martyr.,FALSE,FALSE,TRUE,51.5157427,-0.1000794
66710,"Blessed John Davy, O. Cart.",England, ,,England,1537.06.08,1537.06.08,"Newgate, London, England",,6.08,1886.12.29 ,equipollently,,,Religious of Carthusian Order (Carthusians). Martyr.,FALSE,FALSE,TRUE,51.5157427,-0.1000794
66711,"Blessed Robert Salt, O. Cart.",England, ,,England,1537.06.09,1537.06.09,"Newgate, London, England",,6.09,1886.12.29 ,equipollently,,,Religious of Carthusian Order (Carthusians). Martyr.,FALSE,FALSE,TRUE,51.5157427,-0.1000794
66712,"Blessed Walter Pierson, O. Cart.",England, ,,England,1537.06.10,1537.06.10,"Newgate, London, England",,6.1,1886.12.29 ,equipollently,,,Religious of Carthusian Order (Carthusians). Martyr.,FALSE,FALSE,TRUE,51.5157427,-0.1000794
66713,"Blessed Thomas Green, O. Cart.",England, ,,England,1537.06.10,1537.06.10,"Newgate, London, England",,6.1,1886.12.29 ,equipollently,,,Priest of Carthusian Order (Carthusians). Martyr.,FALSE,FALSE,TRUE,51.5157427,-0.1000794
66714,"Blessed Thomas Scryven, O. Cart.",England, ,,England,1537.06.15,1537.06.15,"Newgate, London, England",,6.15,1886.12.29 ,equipollently,,,Religious of Carthusian Order (Carthusians). Martyr.,FALSE,FALSE,TRUE,51.5157427,-0.1000794
66715,"Blessed Thomas Redyng, O. Cart.",England, ,,England,1537.06.16,1537.06.16,"Newgate, London, England",,6.16,1886.12.29 ,equipollently,,,Religious of Carthusian Order (Carthusians). Martyr.,FALSE,FALSE,TRUE,51.5157427,-0.1000794
66716,"Blessed Richard Bere, O. Cart.",England, ,,"Glastonbury, Somerset, England",1537.08.09,1537.08.09,"Newgate, London, England",,8.09,1886.12.29 ,equipollently,,,Priest of Carthusian Order (Carthusians). Martyr.,FALSE,FALSE,TRUE,51.15236118172414,-2.718993579
66717,"Blessed Thomas Johnson, O. Cart.",England, ,,England,1537.09.20,1537.09.20,"Newgate, London, England",,9.2,1886.12.29 ,equipollently,,,Priest of Carthusian Order (Carthusians). Martyr.,FALSE,FALSE,TRUE,51.5157427,-0.1000794
66718,"Blessed John Forest, O.F.M. Obs.",England, ,,England,1538.05.22,1538.05.22,"Smithfield, London, England",,5.22,1886.12.29 ,equipollently,,,Priest of Order of Observant Friars Minor. Martyr.,FALSE,FALSE,TRUE,51.518305,-0.1029791
66719,Blessed Thomas Abel,England, ,,England,1540.07.30,1540.07.30,"Smithfield, London, England",,7.3,1886.12.29 ,equipollently,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,51.518305,-0.1029791
66720,Blessed Edward Powell,England, ,,England,1540.07.30,1540.07.30,"Smithfield, London, England",,7.3,1886.12.29 ,equipollently,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,51.518305,-0.1029791
66721,Blessed Richard Fetherston,England, ,,England,1540.07.30,1540.07.30,"Smithfield, London, England",,7.3,1886.12.29 ,equipollently,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,51.518305,-0.1029791
66722,"Blessed William Horne, O. Cart.",England, ,,England,1540.08.04,1540.08.04,"Tyburn, England",,8.04,1886.12.29 ,equipollently,,,Religious of Carthusian Order (Carthusians). Martyr.,FALSE,FALSE,TRUE,52.521655,-1.8144011
66723,Blessed Margaret Pole,England,1473.08.14 ,1473.08.14 ,"Somerset, Wilshire, England",1541.05.27,1541.05.27,"London, England ",67,5.28,1886.12.29 ,equipollently,,,Layperson of London. Married. Mother of Cardinal Reginald Pole. Martyr.,TRUE,TRUE,TRUE,51.15970411715515,-3.075368136
66724,Blessed John Larke,England, ,,England,1544.03.07,1544.03.07,"Tyburn, England",,3.07,1886.12.29 ,equipollently,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,52.521655,-1.8144011
66725,Blessed German Gardiner,England, ,,England,1544.03.07,1544.03.07,"Tyburn, England",,3.07,1886.12.29 ,equipollently,,,Layperson of London. Martyr.,FALSE,TRUE,TRUE,52.521655,-1.8144011
66726,Blessed Thomas Plumtree,England, ,,"Lincolnshire, England",1570.01.04,1570.01.04,"Durham, England",,1.04,1886.12.29 ,equipollently,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,53.17680832435549,1.793663506
66727,Blessed John Felton,England, ,,"Bermondsey, London, England",1570.08.08,1570.08.08,"London, England",,8.08,1886.12.29 ,equipollently,,,Layperson of London. Married. Martyr.,TRUE,TRUE,TRUE,51.49932476,-0.068913049
66728,Blessed John Storey,England, ,,"Salisbury, Wiltshire, England",1571.06.01,1571.06.01,"Tyburn, England",,6.01,1886.12.29 ,equipollently,,,Layperson of London. Married. Martyr.,TRUE,TRUE,TRUE,51.06515175963935,-1.797544436
66729,"Blessed Thomas Woodhouse, S.J.",England,1535,1535 AD,"Lincolnshire, England",1571.06.19,1571.06.19,"Smithfield, London, England ",35,6.19,1886.12.29 ,equipollently,,,Priest of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,53.17680832435549,-0.206336494
66730,"Blessed John Nelson, S.J.",England, ,,"Skelton, Yorkshire, England",1578.02.03,1578.02.03,"Tyburn, England",,2.03,1886.12.29 ,equipollently,,,Priest of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,54.11271236,-1.435026796
66731,Blessed Thomas Sherwood,England,1551,1551 AD,"London, England",1578.02.07,1578.02.07,"Tyburn, England ",26,2.07,1886.12.29 ,equipollently,,,Layperson of London. Martyr.,FALSE,TRUE,TRUE,51.50663405,-0.128150573
66732,Blessed Everard Hanse,England, ,,"Northamptonshire, England",1581.07.31,1581.07.31,"Tyburn, England",,7.31,1886.12.29 ,equipollently,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,52.30992227830848,-0.866857185
66733,Blessed Thomas Ford,England, ,,"Devon, England",1582.05.28,1582.05.28,"Tyburn, England",,5.28,1886.12.29 ,equipollently,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,50.72904983575569,-2.659758173
66734,Blessed John Shert,England, ,,"Shert Hall, Cheshire, England",1582.05.28,1582.05.28,"Tyburn, England",,5.28,1886.12.29 ,equipollently,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,53.27660473970012,-2.431486848
66735,Blessed Robert Johnson,England, ,,"Shropshire, England",1582.05.28,1582.05.28,"Tyburn, England",,5.28,1886.12.29 ,equipollently,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,52.65456292711574,-2.650152295
66736,Blessed William Filby,England, ,,"Oxfordshire, England",1582.05.30,1582.05.30,"Tyburn, England",,5.3,1886.12.29 ,equipollently,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,51.83876848400055,-1.254735264
66737,Blessed Laurence Richardson,England, ,,"Great Cosby, Lancashire, England",1582.05.30,1582.05.30,"Tyburn, England",,5.3,1886.12.29 ,equipollently,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,53.78664486712569,-2.398018639
66738,"Blessed Thomas Cottam, S.J.",England,1549,1549 AD,"Dilworth, Lancashire, England",1582.05.30,1582.05.30,"Tyburn, England ",32,5.3,1886.12.29 ,equipollently,,,Priest of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,53.83187144458406,-2.556960121
66739,Blessed William Lacey,England, ,,"Horton, Yorkshire, England",1582.08.22,1582.08.22,"York, England",,8.22,1886.12.29 ,equipollently,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,53.78612964,-1.777162535
66740,Blessed Richard Kirkman,England, ,,"Addingham, Lancashire, England",1582.08.22,1582.08.22,"York, England",,8.22,1886.12.29 ,equipollently,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,53.86007900254529,-2.565001655
66741,Blessed James Thompson,England, ,,"York, North Yorkshire, England",1582.11.28,1582.11.28,"York, England",,11.28,1886.12.29 ,equipollently,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,54.13583662971325,-1.506524096
66742,Blessed William Hart,England, ,,"Wells, Somerset, England",1583.03.15,1583.03.15,"York, England",,3.15,1886.12.29 ,equipollently,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,51.20567928480842,-2.637616274
66743,Blessed Richard Thirkeld,England, ,,"Cunsley, Durham, England",1583.05.29,1583.05.29,"York, England",,5.29,1886.12.29 ,equipollently,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,54.77853562238865,-1.565755902
66744,Blessed Adrian Fortescue,England,1480,1480 AD,"Ponsbourne, Hertfordshire, England",1539.07.09,1539.07.09,"London, England ",58,7.09,1895.05.13 ,equipollently,,,Layperson of London. Married. Martyr.,TRUE,TRUE,TRUE,51.73046146,-0.11617099
66745,"Blessed Richard Whiting, O.S.B.",England, ,,"Wrington, Somerset, England",1539.11.15,1539.11.15,"Glastonbury, England",,11.15,1895.05.13 ,equipollently,,,Priest of Benedictine Confederation of the Order of Saint Benedict (Benedictines). Martyr.,FALSE,FALSE,TRUE,51.36126129490523,-2.770237236
66746,"Blessed John Thorne, O.S.B.",England, ,,England,1539.11.15,1539.11.15,"Glastonbury, England",,11.15,1895.05.13 ,equipollently,,,Priest of Benedictine Confederation of the Order of Saint Benedict (Benedictines). Martyr.,FALSE,FALSE,TRUE,51.147427,-2.718454
66747,"Blessed Roger James, O.S.B.",England, ,,England,1539.11.15,1539.11.15,"Glastonbury, England",,11.15,1895.05.13 ,equipollently,,,Priest of Benedictine Confederation of the Order of Saint Benedict (Benedictines). Martyr.,FALSE,FALSE,TRUE,51.147427,-2.718454
66748,"Blessed Hugh Cook Faringdon, O.S.B.",England, ,,"Faringdon, Berkshire, England",1539.11.15,1539.11.15,"Reading, England",,11.15,1895.05.13 ,equipollently,,,Priest of Benedictine Confederation of the Order of Saint Benedict (Benedictines). Martyr.,FALSE,FALSE,TRUE,51.54020340903851,-1.527622775
66749,"Blessed William Eynon, O.S.B.",England, ,,England,1539.11.15,1539.11.15,"Reading, England",,11.15,1895.05.13 ,equipollently,,,Priest of Benedictine Confederation of the Order of Saint Benedict (Benedictines). Martyr.,FALSE,FALSE,TRUE,51.4551201,-0.9787475
66750,"Blessed John Rugg, O.S.B.",England, ,,England,1539.11.15,1539.11.15,"Reading, England",,11.15,1895.05.13 ,equipollently,,,Priest of Benedictine Confederation of the Order of Saint Benedict (Benedictines). Martyr.,FALSE,FALSE,TRUE,51.4551201,-0.9787475
66751,"Blessed John Beche, O.S.B.",England, ,,England,1539.12.01,1539.12.01,"Colchester, Essex, England",,12.01,1895.05.13 ,equipollently,,,Priest of Benedictine Confederation of the Order of Saint Benedict (Benedictines). Martyr.,FALSE,FALSE,TRUE,51.895927,0.891874
66752,Blessed Thomas Percy,England,1528,1528 AD,"Northumberland, England",1572.08.22,1572.08.22,"York, England ",43,8.22,1895.05.13 ,equipollently,,,Layperson of London. Married. Martyr.,TRUE,TRUE,TRUE,55.25328292224332,-2.005394739
66753,"Blessed David Gonson, S.M.O.M.",England, ,,England,1541.07.12,1541.07.12,"Southwark, London, England",,7.12,1929.12.15,,,,Knight of Order of Malta. Martyr.,FALSE,FALSE,TRUE,51.502781,-0.087738
66754,Blessed John Ireland,England, ,,England,1544.03.07,1544.03.07,"Tyburn, London, England",,3.07,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,51.5132991,-0.1603681
66755,Blessed John Slade,England, ,,"Milton, Hampshire, England",1583.10.30,1583.10.30,"Winchester, Hampshire, England",,10.3,1929.12.15,,,,Layperson of London. Martyr.,FALSE,TRUE,TRUE,50.75122157,-1.656142606
66756,Blessed John Bodey,England, ,,"Wells, Somerset, England",1583.11.02,1583.11.02,"Andover, Hampshire, England",,11.02,1929.12.15,,,,Layperson of London. Martyr.,FALSE,TRUE,TRUE,51.20849224126109,-2.648823462
66757,Blessed Thomas Hemerford,England, ,,"Stoke, Dorset, England",1584.02.12,1584.02.12,"Tyburn, London, England",,2.12,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,50.85286494804396,-2.336490853
66758,Blessed James Fenn,England, ,,"Montacute, Somerset, England",1584.02.12,1584.02.12,"Tyburn, London, England",,2.12,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,50.94836712016661,-2.720004501
66759,Blessed John Nutter,England, ,,"Reedley Hallows, Lancashire, England",1584.02.12,1584.02.12,"Tyburn, London, England",,2.12,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,53.81893455202834,-2.255179803
66760,Blessed John Munden,England, ,,"Coltley, Dorset, England",1584.02.12,1584.02.12,"Tyburn, London, England",,2.12,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,50.75404609965334,-2.339857497
66761,Blessed James Bell,England,1524,1524 AD,"Warrington, Lancashire, England",1584.04.20,1584.04.20,"Lancaster, Lancashire, England ",59,4.2,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,53.75869691598491,-2.468664799
